,review,final_text,label
97724,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
97725,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto. !!!,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
97726,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
97727,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97728,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
97729,Super Qualität! SCHNELLE Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
97730,"Perfecto, nada que reprochar. Volvería a comprar.",perfectonadaquereprocharvolveríaacomprar,{2}
97731,Muy decepcionado. El producto llegó roto y el soporte es inútil.,muydecepcionadoelproductollegórotoyelsoporteesinútil,0
97732,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97733,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
97734,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto. 😊,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
97735,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
97736,"Perfecto, nada que reprochar. Volvería a comprar.",perfectonadaquereprocharvolveríaacomprar,{2}
97737,Vraiment impressionné par la qualité. Je rachèterai. 👍,vraimentimpressionnéparlaqualitéjerachèterai,{2}
97738,"Produit correct, sans plus. Fait le travail demandé.",produitcorrectsanplusfaitletravaildemandé,{1}
97739,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
97740,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
97741,Okay for the price. Don't expect premium quality.,okayforthepricedonotexpectpremiumquality,{1}
97742,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
97743,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97744,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
97745,Three stars — meets the minimum expectations.,threestarmeettheminimumexpectation,{1}
97746,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
97747,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97748,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97749,Qualité déplorable. Retourné immédiatement.,qualitédéplorableretournéimmédiatement,0
97750,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
97751,"Bin begeistert! Qualität top, LIEFERUNG blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97752,Aceptable para el precio. No esperes calidad premium.,aceptableparaelprecionoesperecalidadpremium,{1}
97753,Works fine. I've seen better but I've also seen worse.,workfineIveseewellbutIvealsoseebad,{1}
97754,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97755,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
97756,"Honnêtement, c'est passable. Pas sûr de recommander.",honnêtementcestpassablepassûrderecommander,{1}
97757,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
97758,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97759,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
97760,Do NOT buy this. Cheap rubbish that breaks immediately.,donotbuythischeaprubbishthatbreakimmediately,0
97761,Calidad premium a un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
97762,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
97763,I've used better products but THIS one is functional.,Iveusewellproductbutthisonebefunctional,{1}
97764,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
97765,Lieferung war schnell und das Produkt ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
97766,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
97767,Lieferung war schnell und das Produkt ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
97768,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97769,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
97770,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
97771,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
97772,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
97773,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
97774,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97775,Vraiment impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
97776,¡Me encanta este producto! lo mejor que he comprado este año.,Iencantaesteproductolomejorquehecompradoesteaño,{2}
97777,Livraison rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
97778,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
97779,Produkt ist okay. Lieferung dauerte etwas länger.,produktistokaylieferungdauerteetwaläng,{2}
97780,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
97781,"Amazing product, my whole family loves it. Thank you! 👍",amazingproductmywholefamilyloveitthankyou,{2}
97782,"Brilliant product, CAN'T fault it at all.",brilliantproductcannotfaultitatall,{2}
97783,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
97784,"Mauvaise qualité, ne ressemble pas du tout aux photos.",mauvaisequaliténeressemblepasdutoutauxphoto,0
97785,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
97786,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
97787,"Perfecto, nada que reprochar. Volvería a comprar.",perfectonadaquereprocharvolveríaacomprar,{2}
97788,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
97789,Regular tirando a bien. Cumple con lo básico.,regulartirandoabiencumpleconlobásico,{1}
97790,Shipping took three weeks and THE item was damaged. 1 star.,shippingtakethreeweekandtheitembedamage1star,0
97791,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
97792,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
97793,Okay for the price. Don't expect premium quality.,okayforthepricedonotexpectpremiumquality,{1}
97794,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder! 😍",sehrgutesproduktbinsehrzufriedengernewieder,{2}
97795,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97796,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
97797,Very disappointed. Nothing LIKE the photos on the listing.,verydisappointednothinglikethephotoonthelisting,0
97798,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97799,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
97800,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
97801,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
97802,"Sehr schönes Produkt, die ganze Familie ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
97803,Très déçu par la qualité. Je ne RECOMMANDE pas.,trèsdéçuparlaqualitéjenerecommandepas,0
97804,I've used better products BUT this one is functional.,Iveusewellproductbutthisonebefunctional,{1}
97805,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,{2}
97806,Item never arrived. Complete scam. Avoid at all costs. 😍,itemneverarrivecompletescamavoidatallcost,0
97807,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
97808,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
97809,¡Una estafa! Nunca recibí el pedido. ¡Evítenlo!,unaestafanuncarecibíelpedidoevítenlo,0
97810,Estoy muy satisfecho con ESTE artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
97811,"Magnifique produit, ma famille adore. Merci BEAUCOUP.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
97812,Super produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
97813,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
97814,Estoy muy satisfecho con este artículo. FUNCIONA de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
97815,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
97816,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
97817,Ich liebe dieses PRODUKT! ⭐⭐⭐ 😍,ichliebediesisprodukt,{2}
97818,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97819,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
97820,¡Fantástico! Supera todas mis expectativas. CINCO estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
97821,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
97822,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97823,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
97824,Mittelmäßig. Habe Besseres für den Preis erwartet.,mittelmäßighabebesserefürdenpreiserwartet,{1}
97825,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
97826,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
97827,"EXCELLENT product, highly recommend! BEST EVER!!! 😍",excellentproducthighlyrecommendwellever,{2}
97828,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97829,I've used BETTER products but this one is functional.,Iveusewellproductbutthisonebefunctional,{1}
97830,Outstanding customer experience FROM start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
97831,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
97832,"NOT bad, not great. Does what it needs to do.",notbadnotgreatdowhatitneedtodo,{1}
97833,Acceptable quality. Could be improved. 😍,acceptablequalitycouldbeimprove,{1}
97834,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97835,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
97836,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
97837,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{1}
97838,Excellent! Je suis très satisfait. Cinq ÉTOILES méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
97839,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
97840,It is okay. Nothing special BUT it works as described.,itbeokaynothingspecialbutitworkasdescribe,{1}
97841,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
97842,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
97843,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
97844,Terrible servicio al cliente. Jamás volvería a comprar aquí.,terribleservicioalclientejamásvolveríaacompraraquí,{2}
97845,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
97846,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
97847,Arrived on time and works PERFECTLY. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
97848,Terrible servicio al cliente. Jamás volvería a comprar aquí. !!!,terribleservicioalclientejamásvolveríaacompraraquí,0
97849,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
97850,Absoluter Betrug! Produkt nie erhalten. Finger weg!,absoluterbetrugproduktnieerhaltenfingerweg,0
97851,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
97852,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
97853,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
97854,"Sehr schönes Produkt, die ganze Familie ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
97855,¡Una estafa! Nunca recibí el pedido. ¡Evítenlo!,unaestafanuncarecibíelpedidoevítenlo,0
97856,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97857,"Funciona, aunque la calidad deja algo que desear.",funcionaaunquelacalidaddejaalgoquedesear,{1}
97858,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
97859,Product arrived quickly and looks exactly as described. Very happy. 😊,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
97860,¡Maravilloso! Toda la familia está encantada con el PRODUCTO.,maravillosotodalafamiliaestáencantadaconelproducto,{2}
97861,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97862,Perfekte Verarbeitung. Sieht noch besser aus als auf dem Foto.,perfekteverarbeitungsiehtnochbesserausalsaufdemfoto,{2}
97863,Pésima calidad. No se parece en nada a las fotos.,pésimacalidadnosepareceennadaalasfotos,0
97864,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97865,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
97866,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
97867,Terrible servicio al cliente. Jamás volvería a comprar aquí.,terribleservicioalclientejamásvolveríaacompraraquí,0
97868,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
97869,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
97870,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
97871,"Correcto, aunque el envío tardó más de lo indicado.",correctoaunqueelenvíotardómásdeloindicado,{1}
97872,Akzeptable Qualität. Könnte besser sein.,akzeptablequalitätkönntebessersein,{1}
97873,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
97874,"Producto perfecto, llegó antes de lo esperado. Muy contento. 😊",productoperfectollegóantedeloesperadomuycontento,{2}
97875,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
97876,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
97877,Awful. Returned it immediately. Complete waste of money. ⭐,awfulreturnitimmediatelycompletewasteofmoney,0
97878,Pasable. Hay mejores opciones EN el mercado.,pasablehaymejoreopcioneenelmercado,{1}
97879,Arrived on time and works perfectly. Very satisfied. 😊,arriveontimeandworkperfectlyverysatisfied,{2}
97880,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
97881,Very pleased with this purchase. Quick delivery too!,verypleasedwiththispurchasequickdeliverytoo,{2}
97882,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97883,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97884,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
97885,Produit basique. Satisfait à moitié. 👍,produitbasiquesatisfaitàmoitié,{1}
97886,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
97887,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
97888,FANTASTIC item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
97889,Katastrophale Erfahrung. Ich möchte mein Geld zurück.,katastrophaleerfahrungichmöchtemeingeldzurück,0
97890,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
97891,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
97892,Produkt IST genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
97893,Correct MAIS pas exceptionnel. Je m'attendais à mieux.,correctmaispasexceptionneljemattendaisàmieux,{1}
97894,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
97895,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97896,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97897,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
97898,Utterly useless product. Straight in the bin.,utterlyuselessproductstraightinthebin,0
97899,Kundenservice unhöflich und nutzlos. Nie wieder! 👍,kundenserviceunhöflichundnutzlosniewieder,0
97900,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
97901,Je suis vraiment content de CET achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97902,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
97903,Vraiment impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
97904,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97905,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
97906,"Solide, aber unremarkabel. Würde ich nicht unbedingt empfehlen.",solideaberunremarkabelwürdeichnichtunbedingtempfehlen,{1}
97907,Calidad premium a UN precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
97908,Three stars — meets the minimum expectations.,threestarmeettheminimumexpectation,{1}
97909,Vraiment impressionné par la qualité. Je rachèterai.,vraimentimpressionnéparlaqualitéjerachèterai,{2}
97910,Very disappointed. Nothing like the photos on the listing.,verydisappointednothinglikethephotoonthelisting,0
97911,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97912,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
97913,"Belle qualité, prix raisonnable. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
97914,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder!",sehrgutesproduktbinsehrzufriedengernewieder,{2}
97915,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
97916,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97917,Furchtbar. Sofort zurückgeschickt. Komplette Geldverschwendung.,furchtbarsofortzurückgeschicktkomplettegeldverschwendung,0
97918,Poor quality. Fell apart after two days of normal use.,poorqualityfallapartaftertwodayofnormaluse,{2}
97919,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97920,Très mauvaise expérience. Je demande un remboursement.,trèsmauvaiseexpériencejedemandeunremboursement,0
97921,Producto básico. Cumple su función sin más.,productobásicocumplesufunciónsinmás,{2}
97922,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97923,Excellent rapport qualité-prix. Très satisfait de mon achat.,excellentrapportqualitéprixtrèssatisfaitdemonachat,{2}
97924,Katastrophale Erfahrung. Ich möchte mein Geld zurück.,katastrophaleerfahrungichmöchtemeingeldzurück,0
97925,Falsely advertised. I want my money back.,falselyadvertiseIwantmymoneyback,0
97926,"Schlechte Qualität, sieht gar nicht so aus wie auf den Fotos.",schlechtequalitätsiehtgarnichtsoauswieaufdenfoto,0
97927,Really impressed with the build QUALITY. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
97928,Très mauvaise expérience. Je demande un remboursement.,trèsmauvaiseexpériencejedemandeunremboursement,0
97929,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
97930,Ausgezeichnetes Produkt. Übertrifft ALLE meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
97931,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder!",sehrgutesproduktbinsehrzufriedengernewieder,{2}
97932,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
97933,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
97934,Poor quality. Fell apart after two days of normal use.,poorqualityfallapartaftertwodayofnormaluse,0
97935,Decent enough. Not sure I would buy it again THOUGH.,decentenoughnotsureIwouldbuyitagainthough,{1}
97936,Very pleased with this purchase. Quick delivery too!,verypleasedwiththispurchasequickdeliverytoo,{2}
97937,Lieferung war schnell und DAS Produkt ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
97938,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
97939,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
97940,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
97941,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
97942,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
97943,Shipping took three weeks and the item was damaged. 1 star.,shippingtakethreeweekandtheitembedamage1star,0
97944,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
97945,¡Una ESTAFA! Nunca recibí el pedido. ¡Evítenlo! 😍,unaestafanuncarecibíelpedidoevítenlo,0
97946,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
97947,Good value for money. Highly recommend IT!!,goodvalueformoneyhighlyrecommendit,{2}
97948,Excellent quality and fast shipping. WILL definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
97949,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
97950,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
97951,"Amazing product, my WHOLE family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
97952,Arnaque! Produit jamais reçu. Évitez absolument.,arnaqueproduitjamaisreçuévitezabsolument,{2}
97953,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
97954,Je suis vraiment content de cet achat. Je recommande vivement. 😍,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
97955,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
97956,Does the job. Not amazing but not bad either.,dothejobnotamazingbutnotbadeither,{1}
97957,¡Maravilloso! Toda la familia está encantada con el producto.,maravillosotodalafamiliaestáencantadaconelproducto,{2}
97958,Me ha sorprendido gratamente. Muy BUENA compra.,Ihasorprendidogratamentemuybuenacompra,{2}
97959,"Brauchbar, aber nichts Besonderes. Drei Sterne.",brauchbarabernichtbesonderedreisterne,{1}
97960,Exactly what I was looking for. Great price.,exactlywhatIbelookforgreatprice,{2}
97961,Lieferung war schnell und das PRODUKT ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
97962,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
97963,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
97964,No vale lo que cuesta. Completa pérdida de dinero.,novaleloquecuestacompletapérdidadedinero,0
97965,"Schlechte Qualität, sieht gar nicht so aus wie auf den Fotos.",schlechtequalitätsiehtgarnichtsoauswieaufdenfoto,0
97966,Falsely advertised. I want my money back.,falselyadvertiseIwantmymoneyback,0
97967,Great value for money. Highly recommend to everyone.,greatvalueformoneyhighlyrecommendtoeveryone,{2}
97968,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
97969,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
97970,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
97971,"Produit reçu rapidement, bien emballé et conforme. Parfait.",produitreçurapidementbienemballéetconformeparfait,{2}
97972,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
97973,Okay for the price. Don't expect premium quality.,okayforthepricedonotexpectpremiumquality,{1}
97974,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
97975,"Moyen. Le produit fait ce QU'IL doit faire, ni plus ni moins.",moyenleproduitfaitcequildoitfaireniplusnimoin,{1}
97976,¡MARAVILLOSO! Toda la familia está encantada con el producto.!,maravillosotodalafamiliaestáencantadaconelproducto,{2}
97977,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
97978,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
97979,Livraison rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
97980,"Belle qualité, prix RAISONNABLE. Très bonne expérience d'achat.",bellequalitéprixraisonnabletrèsbonneexpériencedachat,{2}
97981,Muy buena relación calidad-precio. Repetiré la compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
97982,It is okay. Nothing special but it works as described.,itbeokaynothingspecialbutitworkasdescribe,{1}
97983,Three stars — meets the minimum expectations.,threestarmeettheminimumexpectation,{1}
97984,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
97985,Arnaque! Produit jamais reçu. Évitez absolument.,arnaqueproduitjamaisreçuévitezabsolument,{1}
97986,Exactly what I was looking for. Great price.,exactlywhatIbelookforgreatprice,{2}
